pop1	pop2	reg1	reg2	number_of_ind1	number_of_ind2	mpd_neanderthal	div_neanderthal	mpd_human	div_human	int_mean_frag_length	int_total_seq_length	int_number_of_frags	art1_mean_frag_length	art1_total_seq_length	art1_number_of_frags	art2_mean_frag_length	art2_total_seq_length	art2_number_of_frags	ratio
Bedouin	Tujia	MID	EAS	46	9	33865.5	0.0004002068069014417	1748133.2698693844	0.0007761594701686263	47916.194790486974	84620000	1766	79872.41706161137	421327000	5275	89896.23908663532	267711000	2978	0.200841626575083
Palestinian	Tujia	MID	EAS	46	9	35401.5	0.0004050932018171208	1735993.5238815355	0.0007707695042110455	47263.926446727965	87391000	1849	78281.71573973101	430706000	5502	89896.23908663532	267711000	2978	0.20290174736363087
Druze	Tujia	MID	EAS	42	9	32476.5	0.00039697469746974697	1713448.312941839	0.0007607595814669389	47453.59628770302	81810000	1724	79069.13866357667	409420000	5178	89896.23908663532	267711000	2978	0.19981925650920815
Russian	Tujia	EUR	EAS	25	9	42794.5	0.0003939219602897724	1671999.9975857823	0.000742356806895557	51979.425837320574	108637000	2090	83296.06707925734	417230000	5009	89896.23908663532	267711000	2978	0.2603767706061405
Balochi	Tujia	SAS	EAS	24	9	41427.5	0.00040305397727272727	1692696.1376796921	0.0007515457545614434	49155.42802486848	102784000	2091	83252.24382946896	445233000	5348	89896.23908663532	267711000	2978	0.2308544065691447
Brahui	Tujia	SAS	EAS	25	9	39550.5	0.0003912249985162324	1696461.7593994688	0.000753217665398708	50145.833333333336	101094000	2016	83963.44747979993	436442000	5198	89896.23908663532	267711000	2978	0.23163215272590632
Makrani	Tujia	SAS	EAS	25	9	38006.0	0.0003847501037648941	1713420.3126478437	0.0007607471495238334	50015.696202531646	98781000	1975	82959.94608126325	430811000	5193	89896.23908663532	267711000	2978	0.2292908026953815
Kalash	Tujia	SAS	EAS	22	9	34802.0	0.0004119847527049743	1672218.073386143	0.0007424536310911614	50765.625	84474000	1664	85339.24441017733	332055000	3891	89896.23908663532	267711000	2978	0.2543976148529611
Pathan	Tujia	SAS	EAS	24	9	45860.5	0.00037955820767053447	1672028.86329829	0.0007423696230786891	52785.49584971603	120826000	2289	83494.3231441048	478005000	5725	89896.23908663532	267711000	2978	0.25277141452495266
Sindhi	Tujia	SAS	EAS	24	9	42171.5	0.00037309346025904167	1686737.0506839205	0.0007488999598242536	50528.38623156012	113032000	2237	83600.0	469832000	5620	89896.23908663532	267711000	2978	0.24057961143557696
Mozabite	Tujia	MID	EAS	27	9	25176.0	0.00043417376608146795	1809786.6059849735	0.0008035331387088854	47922.31404958678	57986000	1210	86723.33044232437	299976000	3459	89896.23908663532	267711000	2978	0.19330213083713363
Burusho	Cambodian	SAS	EAS	24	9	53503.0	0.00038163272584614287	1655983.8642832746	0.0007352457509180266	52625.750750750754	140195000	2664	83004.2372881356	470136000	5664	85110.81794195251	290313000	3411	0.29820094610921094
Hazara	Cambodian	SAS	EAS	19	9	56157.5	0.0003796606158942636	1608496.774764031	0.0007141618010405323	53592.391304347824	147915000	2760	84074.29015947103	432310000	5142	85110.81794195251	290313000	3411	0.34215030880618075
Uygur	Cambodian	SAS	EAS	10	9	46585.5	0.0003759199186598238	1603262.2194725843	0.0007118376935301929	53004.277159965786	123924000	2338	88113.44113188479	348753000	3958	85110.81794195251	290313000	3411	0.35533457776707295
Bougainville	Cambodian	OCE	EAS	11	9	38090.5	0.0003887737813342043	1633229.3586826343	0.0007251429027454376	57128.86297376093	97976000	1715	100468.92870758673	263530000	2623	85110.81794195251	290313000	3411	0.3717830986984404
PapuanHighlands	Cambodian	OCE	EAS	9	9	25951.0	0.00041584142550395793	1662045.8698026803	0.000737937240790794	52266.331658291456	62406000	1194	96848.01864801865	207739000	2145	85110.81794195251	290313000	3411	0.3004057976595632
PapuanSepik	Cambodian	OCE	EAS	8	9	26335.5	0.00038473506595959156	1657334.8199475585	0.0007358455661899424	54068.72037914692	68451000	1266	95321.77088087631	208850000	2191	85110.81794195251	290313000	3411	0.32775197510174764
Colombian	Cambodian	AMR	EAS	7	9	29336.0	0.0004067213842058563	1576005.1967580908	0.0006997357578979992	58308.8116410671	72128000	1237	90187.00114025085	158188000	1754	85110.81794195251	290313000	3411	0.4559637899208537
Karitiana	Cambodian	AMR	EAS	12	9	30211.5	0.00042003003044753707	1570440.1310873528	0.0006972649059916247	56501.96386488609	71927000	1273	89790.09566685425	159557000	1777	85110.81794195251	290313000	3411	0.4507918800177993
Surui	Cambodian	AMR	EAS	8	9	27494.0	0.0004582027864809013	1570105.7573481593	0.0006971164462896535	57918.91891891892	60004000	1036	94387.41958541816	132048000	1399	85110.81794195251	290313000	3411	0.4544105173876166
Pima	Cambodian	AMR	EAS	13	9	32036.5	0.00039568331995306613	1574763.8791800872	0.0006991846212024965	56343.07585247042	80965000	1437	90849.21014839636	189784000	2089	85110.81794195251	290313000	3411	0.4266165746322135
Maya	Cambodian	AMR	EAS	21	9	41818.5	0.00040307376456640546	1591286.2408036753	0.0007065204391659958	53644.77766287487	103749000	1934	86030.21718602456	273318000	3177	85110.81794195251	290313000	3411	0.37959080631352493
Yakut	Cambodian	EAS	EAS	25	9	54798.5	0.0003682373179762521	1556506.992610265	0.0006910786857734312	53299.785100286535	148813000	2792	85160.19310950187	388075000	4557	85110.81794195251	290313000	3411	0.38346453649423434
Oroqen	Cambodian	EAS	EAS	9	9	43137.5	0.00035779751833051325	1526790.5861512113	0.0006778848002212742	53417.811253876826	120564000	2257	83778.13504823152	260550000	3110	85110.81794195251	290313000	3411	0.4627288428324698
Daur	Cambodian	EAS	EAS	9	9	45240.5	0.00036704203412382257	1526322.8779515717	0.0006776771409113791	55396.40449438202	123257000	2225	87494.140625	268782000	3072	85110.81794195251	290313000	3411	0.45857609512541764
Hezhen	Cambodian	EAS	EAS	9	9	45581.5	0.00036658758243525815	1522853.388271776	0.0006761367107176176	54037.375054324206	124340000	2301	85640.29706167258	265228000	3097	85110.81794195251	290313000	3411	0.46880419865172607
Mongolian	Cambodian	EAS	EAS	9	9	47467.0	0.0003842797234500737	1527631.327832671	0.0006782580839000863	52809.74775545105	123522000	2339	87875.03914813655	280585000	3193	85110.81794195251	290313000	3411	0.4402302332626477
Xibo	Cambodian	EAS	EAS	9	9	47943.0	0.00038262569832402235	1527945.0804339515	0.0006783973879548578	55442.4778761062	125300000	2260	88987.14239794278	276839000	3111	85110.81794195251	290313000	3411	0.4526096395377819
Japanese	Cambodian	EAS	EAS	27	9	56278.5	0.00035836591485080425	1514307.0922345158	0.0006723422124842651	51070.56910569106	157042000	3075	78430.189501198	360073000	4591	85110.81794195251	290313000	3411	0.43613933841193314
NorthernHan	Cambodian	EAS	EAS	10	9	49124.0	0.0003709039292078161	1511837.1376484297	0.0006712455691814233	54369.45812807882	132444000	2436	85439.47858472998	275286000	3222	85110.81794195251	290313000	3411	0.4811141867003771
Naxi	Cambodian	EAS	EAS	8	9	46916.0	0.00037341016539055413	1513882.1735714716	0.0006721535514421938	55990.19607843137	125642000	2244	88766.8252889191	261152000	2942	85110.81794195251	290313000	3411	0.4811067883837765
Yi	Cambodian	EAS	EAS	10	9	49851.5	0.0003663800389519715	1513735.7902859258	0.0006720885582432719	55266.04386677498	136065000	2462	87185.6014580802	287015000	3292	85110.81794195251	290313000	3411	0.4740692995139627
Tu	Cambodian	EAS	EAS	10	9	49084.5	0.00037565147514636665	1527305.6408273545	0.0006781134810498092	53993.801652892565	130665000	2420	86606.52870883125	297147000	3431	85110.81794195251	290313000	3411	0.43973184989247743
Tujia	Cambodian	EAS	EAS	9	9	49744.5	0.0003786191621506424	1503343.937126392	0.000667474645001419	56582.25667527993	131384000	2322	89896.23908663532	267711000	2978	85110.81794195251	290313000	3411	0.490768029703673
Cambodian	Cambodian	EAS	EAS	9	9	1005579.5	0.003463777026864109	1423772.996882176	0.0006321456801648967	85110.81794195251	290313000	3411	85110.81794195251	290313000	3411	85110.81794195251	290313000	3411	1.0
Dai	Cambodian	EAS	EAS	9	9	46550.0	0.0003641327304870226	1494478.4171679863	0.0006635384134838987	55654.33173704833	127838000	2297	84013.2362673726	253888000	3022	85110.81794195251	290313000	3411	0.5035212377111167
Lahu	Cambodian	EAS	EAS	8	9	46844.0	0.00038118022328548646	1502126.8368120352	0.0006669342606088699	56947.173308619094	122892000	2158	89675.22935779816	244365000	2725	85110.81794195251	290313000	3411	0.5029034436191763
Miao	Cambodian	EAS	EAS	10	9	46753.0	0.0003569585267529929	1498860.7927877707	0.0006654841589243399	54234.36853002071	130976000	2415	87096.5890978642	273222000	3137	85110.81794195251	290313000	3411	0.47937574573057806
Han	Cambodian	EAS	EAS	33	9	61834.5	0.000351968329140151	1500722.4362051575	0.000666310716140192	52789.0625	175682000	3328	78911.08476585655	399369000	5061	85110.81794195251	290313000	3411	0.439898940578763
She	Cambodian	EAS	EAS	10	9	47708.5	0.0003658907891709487	1498691.4137203833	0.0006654089557522093	55532.36797274276	130390000	2348	88498.33222148099	265318000	2998	85110.81794195251	290313000	3411	0.4914479982511552
Adygei	Cambodian	EUR	EAS	16	9	37727.0	0.00039226634226478265	1684966.7864424621	0.0007481139743508397	50860.39132734003	96177000	1891	87799.51219512195	359978000	4100	85110.81794195251	290313000	3411	0.2671746606737078
Basque	Cambodian	EUR	EAS	23	9	34477.5	0.0004073573023618512	1695036.5542906504	0.0007525848838704297	49903.89150943396	84637000	1696	84647.71598808342	340961000	4028	85110.81794195251	290313000	3411	0.24823073606658827
Sardinian	Cambodian	EUR	EAS	28	9	33075.5	0.0003935779052333468	1702065.2654045625	0.0007557055845562246	48269.95979322229	84038000	1741	83547.36098020735	354575000	4244	85110.81794195251	290313000	3411	0.2370105055347952
BergamoItalian	Cambodian	EUR	EAS	12	9	28665.0	0.000382123575284943	1695470.6459163884	0.0007527776176465351	52976.69491525424	75015000	1416	89985.15151515152	296951000	3300	85110.81794195251	290313000	3411	0.2526174351997468
Tuscan	Cambodian	EUR	EAS	8	9	23943.0	0.0003878853662092763	1698148.5506045534	0.0007539665894027237	52266.723116003384	61727000	1181	89399.92503748125	238519000	2668	85110.81794195251	290313000	3411	0.2587928005735392
French	Cambodian	EUR	EAS	28	9	39619.5	0.0004054805035308566	1693327.2135273935	0.0007518259480135277	50133.40174448435	97710000	1949	81519.47236180905	389337000	4776	85110.81794195251	290313000	3411	0.2509651022122223
Orcadian	Cambodian	EUR	EAS	15	9	32649.0	0.0003987079756249466	1690246.32371535	0.0007504580535598386	51860.03799873337	81887000	1579	85381.43762049022	310020000	3631	85110.81794195251	290313000	3411	0.26413457196309914
Bedouin	Cambodian	MID	EAS	46	9	39437.0	0.00040453598941397314	1746971.2174882214	0.0007756435266899354	47999.50763170852	97487000	2031	79872.41706161137	421327000	5275	85110.81794195251	290313000	3411	0.23138085145267215
Palestinian	Cambodian	MID	EAS	46	9	40300.0	0.00040162243504778607	1734811.727242444	0.0007702447944139983	47736.91722169363	100343000	2102	78281.71573973101	430706000	5502	85110.81794195251	290313000	3411	0.2329733042957377
Druze	Cambodian	MID	EAS	42	9	37549.5	0.00038969550417202874	1712187.0640463051	0.000760199595399869	48615.53985872856	96356000	1982	79069.13866357667	409420000	5178	85110.81794195251	290313000	3411	0.2353475648478335
Russian	Cambodian	EUR	EAS	25	9	45019.5	0.00038176383294466823	1675130.0538984449	0.0007437465309464102	51630.91068301226	117925000	2284	83296.06707925734	417230000	5009	85110.81794195251	290313000	3411	0.28263787359489967
Balochi	Cambodian	SAS	EAS	24	9	46670.0	0.00039441547575785744	1691839.053943298	0.000751165215119631	49779.97475809844	118327000	2377	83252.24382946896	445233000	5348	85110.81794195251	290313000	3411	0.26576421783650356
Brahui	Cambodian	SAS	EAS	25	9	44705.0	0.00038238816183388933	1695750.0667734107	0.0007529016786366658	50654.24610051993	116910000	2308	83963.44747979993	436442000	5198	85110.81794195251	290313000	3411	0.2678706448966873
Makrani	Cambodian	SAS	EAS	25	9	44901.5	0.00039145881101627683	1712062.3917879309	0.0007601442417516819	50463.26440827101	114703000	2273	82959.94608126325	430811000	5193	85110.81794195251	290313000	3411	0.26624900478400043
Kalash	Cambodian	SAS	EAS	22	9	37449.0	0.00039420414951736333	1673258.119277424	0.0007429154045050317	51047.28640515852	94999000	1861	85339.24441017733	332055000	3891	85110.81794195251	290313000	3411	0.2860941711463462
Pathan	Cambodian	SAS	EAS	24	9	50975.0	0.0003852199475541651	1672780.7010277628	0.0007427034339979241	51429.071123202484	132327000	2573	83494.3231441048	478005000	5725	85110.81794195251	290313000	3411	0.2768318323030094
Sindhi	Cambodian	SAS	EAS	24	9	50842.5	0.00039318000788796006	1686020.561477728	0.0007485818434127391	50256.898561989896	129311000	2573	83600.0	469832000	5620	85110.81794195251	290313000	3411	0.27522816666382877
Mozabite	Cambodian	MID	EAS	27	9	30043.5	0.00041763045956240094	1809651.68413193	0.0008034732343092739	51531.51862464183	71938000	1396	86723.33044232437	299976000	3459	85110.81794195251	290313000	3411	0.2398125183348001
Burusho	Dai	SAS	EAS	24	9	43900.0	0.00037168741004148676	1653438.622354465	0.0007341156805389739	48805.78512396694	118110000	2420	83004.2372881356	470136000	5664	84013.2362673726	253888000	3022	0.25122517739547706
Hazara	Dai	SAS	EAS	19	9	47628.0	0.000366434061410865	1597109.7654697043	0.0007091060451362069	50732.63075722092	129977000	2562	84074.29015947103	432310000	5142	84013.2362673726	253888000	3022	0.3006569359950036
Uygur	Dai	SAS	EAS	10	9	43305.5	0.00038241891187820666	1590469.6446616834	0.0007061578759450821	51637.4829001368	113241000	2193	88113.44113188479	348753000	3958	84013.2362673726	253888000	3022	0.32470258320358536
Bougainville	Dai	OCE	EAS	11	9	35092.0	0.0003875684749955823	1622985.319461669	0.0007205946179028723	55753.69458128079	90544000	1624	100468.92870758673	263530000	2623	84013.2362673726	253888000	3022	0.3435813759344287
PapuanHighlands	Dai	OCE	EAS	9	9	23508.0	0.00040391752577319587	1658170.5415138511	0.0007362166209712239	51871.657754010695	58200000	1122	96848.01864801865	207739000	2145	84013.2362673726	253888000	3022	0.28015923827495076
PapuanSepik	Dai	OCE	EAS	8	9	24652.0	0.00040893784317303384	1652798.8799666867	0.0007338316392011075	51968.10344827586	60283000	1160	95321.77088087631	208850000	2191	84013.2362673726	253888000	3022	0.2886425664352406
Colombian	Dai	AMR	EAS	7	9	26737.0	0.0004113004953388918	1560525.493223594	0.0006928628731467124	56088.00690250216	65006000	1159	90187.00114025085	158188000	1754	84013.2362673726	253888000	3022	0.4109414114850684
Karitiana	Dai	AMR	EAS	12	9	25341.5	0.00038421826672327007	1552991.7361897728	0.0006895179354531539	53492.29521492295	65956000	1233	89790.09566685425	159557000	1777	84013.2362673726	253888000	3022	0.4133695168497778
Surui	Dai	AMR	EAS	8	9	23107.5	0.00042520793463859854	1551501.7696245855	0.000688856400271748	55909.46502057613	54344000	972	94387.41958541816	132048000	1399	84013.2362673726	253888000	3022	0.4115473161274688
Pima	Dai	AMR	EAS	13	9	27353.5	0.0003806922563046262	1559319.5568718559	0.0006923274454788367	54557.32725892179	71852000	1317	90849.21014839636	189784000	2089	84013.2362673726	253888000	3022	0.3785988281414661
Maya	Dai	AMR	EAS	21	9	34599.0	0.0003783461639401627	1577201.2495800685	0.0007002667973448198	51694.742792538156	91448000	1769	86030.21718602456	273318000	3177	84013.2362673726	253888000	3022	0.33458462303982905
Yakut	Dai	EAS	EAS	25	9	48357.5	0.0003616433336324748	1535508.7794847907	0.0006817556197035464	51330.518234165065	133716000	2605	85160.19310950187	388075000	4557	84013.2362673726	253888000	3022	0.34456226244926885
Oroqen	Dai	EAS	EAS	9	9	41646.0	0.0003614821758716767	1501417.7660242366	0.0006666194379254648	52896.694214876035	115209000	2178	83778.13504823152	260550000	3110	84013.2362673726	253888000	3022	0.4421761658031088
Daur	Dai	EAS	EAS	9	9	42341.5	0.00036109381795853624	1500978.3907687669	0.000666424358253126	54488.382899628254	117259000	2152	87494.140625	268782000	3072	84013.2362673726	253888000	3022	0.43626061268983785
Hezhen	Dai	EAS	EAS	9	9	45579.0	0.0003801830056636666	1497439.8158723812	0.0006648532546856413	53520.982142857145	119887000	2240	85640.29706167258	265228000	3097	84013.2362673726	253888000	3022	0.45201487022486314
Mongolian	Dai	EAS	EAS	9	9	43993.0	0.00036829635830891585	1501659.015595318	0.0006667265511201487	53565.02242152466	119450000	2230	87875.03914813655	280585000	3193	84013.2362673726	253888000	3022	0.42571769695457706
Xibo	Dai	EAS	EAS	9	9	45248.5	0.0003702732338813286	1501647.3355994904	0.0006667213652801849	55698.72379216044	122203000	2194	88987.14239794278	276839000	3111	84013.2362673726	253888000	3022	0.44142263192686004
Japanese	Dai	EAS	EAS	27	9	54203.0	0.0003563454913614011	1486131.5935088492	0.0006598324796512048	50906.29183400268	152108000	2988	78430.189501198	360073000	4591	84013.2362673726	253888000	3022	0.4224365614750342
NorthernHan	Dai	EAS	EAS	10	9	46289.0	0.00036779627348933295	1484000.6506148374	0.0006588863552703677	53373.62171331637	125855000	2358	85439.47858472998	275286000	3222	84013.2362673726	253888000	3022	0.45717907921216483
Naxi	Dai	EAS	EAS	8	9	43353.5	0.0003576991939010404	1487766.0993885125	0.0006605581893207209	55520.38479157123	121201000	2183	88766.8252889191	261152000	2942	84013.2362673726	253888000	3022	0.4641013662541355
Yi	Dai	EAS	EAS	10	9	45386.5	0.0003622024308298818	1487851.8645161712	0.0006605962684633068	54151.68539325843	125307000	2314	87185.6014580802	287015000	3292	84013.2362673726	253888000	3022	0.4365869379649147
Tu	Dai	EAS	EAS	10	9	46815.0	0.0003639536962893282	1502317.0870744	0.0006670187304518626	53977.75912715065	128629000	2383	86606.52870883125	297147000	3431	84013.2362673726	253888000	3022	0.4328800223458423
Tujia	Dai	EAS	EAS	9	9	45877.5	0.00036306980056980055	1472733.9340817065	0.0006538840085467977	56010.63829787234	126360000	2256	89896.23908663532	267711000	2978	84013.2362673726	253888000	3022	0.4720015240315116
Cambodian	Dai	EAS	EAS	9	9	46550.0	0.0003641327304870226	1494478.4171679863	0.0006635384134838987	55654.33173704833	127838000	2297	85110.81794195251	290313000	3411	84013.2362673726	253888000	3022	0.44034542028775836
Dai	Dai	EAS	EAS	9	9	880536.5	0.003468208422611545	1375940.0106194338	0.0006109081544486525	84013.2362673726	253888000	3022	84013.2362673726	253888000	3022	84013.2362673726	253888000	3022	1.0
Lahu	Dai	EAS	EAS	8	9	42058.0	0.00035343748161718365	1477066.146116734	0.0006558074816913916	57182.60451705911	118997000	2081	89675.22935779816	244365000	2725	84013.2362673726	253888000	3022	0.48696417244695434
